Date,Country,State,Disease,Symptoms,Cases,Severity_Score,Risk_Level,Hospital_Visits
2025-09-21,Canada,Alberta,COVID-19,"cough, breathing difficulty, fever, loss of smell",206,15,High,12
2025-12-21,Canada,Quebec,COVID-19,"cough, breathing difficulty, fever",387,7,Low,322
2026-03-22,Canada,Alberta,Diabetes,"weight loss, increased thirst",294,11,Moderate,10
2026-04-28,USA,California,Diabetes,"frequent urination, weight loss, fatigue",427,12,Moderate,155
2025-12-18,Germany,Berlin,Migraine,"vomiting, headache, nausea, sensitivity to light",270,15,High,245
2026-01-26,USA,Ohio,COVID-19,"breathing difficulty, cough, fever",192,13,Moderate,76
2025-07-13,Germany,Bavaria,Dengue,"headache, high fever, joint pain, skin rash",422,16,High,250
2026-04-07,Canada,Ontario,COVID-19,"fever, cough, breathing difficulty, loss of smell",497,8,Moderate,1
2025-06-05,India,Maharashtra,Flu,"cough, fever, body pain, runny nose",365,14,Moderate,164
2025-11-19,Germany,Bavaria,Typhoid,"abdominal pain, weakness, fever",29,10,Moderate,4
2025-10-30,Germany,Hesse,Malaria,"fatigue, chills, sweating",232,11,Moderate,88
2025-09-05,USA,Texas,Respiratory Infection,"breathing issue, fever",459,20,High,295
2025-08-17,Germany,Hamburg,Malaria,"sweating, fever, chills",319,12,Moderate,6
2026-03-29,Germany,Bavaria,Migraine,"sensitivity to light, nausea, headache, vomiting",463,5,Low,175
2026-01-04,Germany,Hamburg,Dengue,"skin rash, high fever",495,14,Moderate,273
2026-03-29,Germany,Hesse,Dengue,"joint pain, headache, high fever",395,20,High,213
2025-08-01,India,Maharashtra,Asthma,"breathing difficulty, wheezing",437,20,High,249
2026-03-08,India,Karnataka,Dengue,"joint pain, skin rash",218,16,High,9
2026-02-19,India,Uttar Pradesh,Flu,"cough, runny nose, fever",242,16,High,231
2026-04-09,Canada,Alberta,Asthma,"breathing difficulty, cough, chest tightness",493,16,High,8
2025-09-12,Canada,Alberta,Respiratory Infection,"fever, cough",47,7,Low,11
2025-07-31,India,Gujarat,Diabetes,"weight loss, fatigue, increased thirst",283,14,Moderate,145
2025-11-24,India,Maharashtra,Malaria,"fever, chills, sweating, fatigue",213,18,High,42
2025-06-27,India,Uttar Pradesh,Asthma,"wheezing, chest tightness",223,4,Low,90
2026-03-09,Canada,Quebec,Asthma,"breathing difficulty, chest tightness, cough",297,16,High,8
2025-10-02,USA,Florida,Migraine,"nausea, sensitivity to light",117,18,High,47
2025-10-12,Canada,Quebec,Skin Infection,"swelling, redness, skin rash",433,20,High,237
2025-12-21,Germany,Hesse,Skin Infection,"redness, itching",355,19,High,255
2026-02-16,USA,Ohio,Asthma,"chest tightness, wheezing, cough",137,4,Low,85
2026-02-17,USA,Ohio,Flu,"fever, runny nose",98,9,Moderate,14
2025-06-05,Germany,Berlin,Asthma,"breathing difficulty, cough",91,7,Low,33
2025-10-15,USA,Texas,Diabetes,"weight loss, frequent urination, increased thirst, fatigue",254,8,Moderate,238
2025-06-05,India,Maharashtra,Skin Infection,"redness, itching, swelling, skin rash",27,14,Moderate,17
2026-02-09,USA,Ohio,Typhoid,"weakness, fever",185,5,Low,183
2025-06-03,Germany,Hesse,Diabetes,"weight loss, frequent urination",352,12,Moderate,6
2025-10-15,India,Maharashtra,Malaria,"fever, sweating, fatigue, chills",494,17,High,221
2026-01-04,India,Punjab,Migraine,"nausea, vomiting",494,9,Moderate,5
2025-11-25,India,Punjab,COVID-19,"fever, cough, breathing difficulty, loss of smell",353,20,High,348
2025-08-07,Germany,Hamburg,Typhoid,"fever, loss of appetite, abdominal pain",305,5,Low,248
2025-11-03,USA,Texas,Flu,"fever, cough",322,9,Moderate,75
2025-09-02,Germany,Hesse,Flu,"runny nose, cough",359,13,Moderate,359
2026-02-28,Germany,Bavaria,Asthma,"chest tightness, wheezing",20,16,High,17
2026-01-09,Germany,Bavaria,COVID-19,"loss of smell, fever",204,8,Moderate,41
2025-08-05,USA,Florida,Respiratory Infection,"breathing issue, fever, sore throat, cough",364,16,High,316
2026-05-22,India,Delhi,Skin Infection,"itching, swelling, skin rash",414,14,Moderate,370
2025-07-10,Canada,Ontario,Flu,"cough, body pain",103,4,Low,90
2025-11-12,India,Delhi,COVID-19,"cough, breathing difficulty, fever, loss of smell",361,19,High,241
2025-10-18,USA,Texas,COVID-19,"loss of smell, fever, breathing difficulty, cough",372,15,High,151
2026-01-24,Germany,Bavaria,Diabetes,"increased thirst, fatigue, frequent urination, weight loss",149,6,Low,33
2026-01-03,Canada,Alberta,Migraine,"nausea, vomiting, headache",388,6,Low,228
2025-12-04,USA,California,COVID-19,"breathing difficulty, loss of smell, cough, fever",235,12,Moderate,120
2025-12-30,Germany,Bavaria,Typhoid,"loss of appetite, abdominal pain",288,9,Moderate,262
2025-08-06,India,Maharashtra,Typhoid,"weakness, abdominal pain",424,19,High,369
2025-07-20,India,Rajasthan,Diabetes,"weight loss, increased thirst, fatigue",419,8,Moderate,418
2025-11-02,USA,Texas,Flu,"fever, cough, body pain, runny nose",361,3,Low,246
2025-09-04,Germany,Hamburg,Dengue,"joint pain, skin rash, high fever, headache",188,9,Moderate,112
2025-07-03,India,Rajasthan,Flu,"runny nose, cough, body pain, fever",224,18,High,191
2025-06-16,Canada,Alberta,Respiratory Infection,"cough, sore throat, fever",417,16,High,132
2026-03-06,Germany,Berlin,Flu,"body pain, cough",247,11,Moderate,136
2025-07-07,Canada,Ontario,Dengue,"headache, joint pain, skin rash, high fever",126,9,Moderate,94
2025-12-11,Canada,Ontario,Asthma,"breathing difficulty, chest tightness",380,10,Moderate,41
2026-03-15,India,Uttar Pradesh,COVID-19,"fever, breathing difficulty",237,8,Moderate,139
2026-04-12,India,Maharashtra,Respiratory Infection,"cough, breathing issue, sore throat, fever",411,10,Moderate,55
2025-12-10,Canada,Alberta,Migraine,"headache, vomiting",470,16,High,5
2026-03-11,India,Gujarat,Typhoid,"loss of appetite, weakness",116,15,High,98
2026-03-13,Germany,Berlin,Migraine,"headache, sensitivity to light, nausea",359,19,High,45
2025-12-21,Canada,Alberta,Diabetes,"frequent urination, weight loss, fatigue, increased thirst",392,18,High,248
2025-06-01,USA,New York,Flu,"fever, runny nose, cough",296,13,Moderate,161
2025-11-30,India,Delhi,Diabetes,"weight loss, increased thirst",404,12,Moderate,54
2026-05-16,Canada,Ontario,Asthma,"wheezing, chest tightness, cough",432,20,High,145
2025-08-30,Germany,Hesse,Malaria,"chills, sweating, fatigue, fever",417,10,Moderate,268
2026-03-31,Canada,Alberta,Asthma,"breathing difficulty, cough",360,7,Low,175
2025-12-10,USA,New York,Skin Infection,"itching, redness, swelling",343,6,Low,85
2025-10-30,India,Maharashtra,Flu,"fever, cough",251,9,Moderate,132
2026-04-15,India,Rajasthan,Respiratory Infection,"cough, fever, sore throat, breathing issue",177,19,High,132
2026-03-04,Canada,Quebec,Malaria,"chills, sweating",15,17,High,8
2025-07-08,India,Delhi,Respiratory Infection,"sore throat, breathing issue, cough, fever",58,11,Moderate,25
2026-05-17,India,Karnataka,Skin Infection,"swelling, skin rash",500,17,High,453
2025-05-30,Canada,Ontario,Flu,"runny nose, cough",251,16,High,35
2025-09-19,USA,New York,Migraine,"headache, vomiting, sensitivity to light, nausea",21,14,Moderate,20
2026-01-14,Germany,Hesse,Asthma,"cough, wheezing, breathing difficulty, chest tightness",477,16,High,476
2026-03-07,Canada,Ontario,Malaria,"chills, sweating",322,6,Low,269
2025-07-13,Germany,Hesse,Dengue,"joint pain, skin rash, high fever",405,14,Moderate,100
2025-07-14,India,Karnataka,COVID-19,"cough, loss of smell",137,7,Low,102
2025-08-30,Canada,Quebec,Asthma,"chest tightness, wheezing, breathing difficulty, cough",319,8,Moderate,267
2025-11-21,USA,Florida,COVID-19,"breathing difficulty, loss of smell, cough",136,16,High,40
2026-03-04,USA,California,Asthma,"cough, chest tightness, breathing difficulty, wheezing",278,12,Moderate,271
2025-12-02,USA,Ohio,Flu,"runny nose, cough",215,14,Moderate,1
2026-01-26,Germany,Hamburg,Malaria,"chills, fever",287,15,High,263
2026-05-20,Germany,Bavaria,Skin Infection,"swelling, itching, redness",338,5,Low,198
2026-04-27,Canada,Alberta,Diabetes,"fatigue, frequent urination",217,20,High,157
2025-11-02,Germany,Bavaria,COVID-19,"cough, loss of smell",151,10,Moderate,86
2026-03-14,India,Uttar Pradesh,Migraine,"nausea, headache, sensitivity to light, vomiting",33,10,Moderate,8
2026-04-16,USA,Florida,Flu,"body pain, fever, runny nose",19,12,Moderate,18
2026-04-28,Canada,Alberta,Typhoid,"loss of appetite, fever, abdominal pain, weakness",157,9,Moderate,151
2025-06-20,Canada,Quebec,COVID-19,"loss of smell, breathing difficulty, fever",159,13,Moderate,57
2026-01-05,Canada,Quebec,Asthma,"cough, chest tightness, breathing difficulty, wheezing",189,5,Low,189
2025-12-31,India,Delhi,Flu,"runny nose, cough, fever, body pain",195,16,High,101
2025-05-29,USA,New York,Asthma,"chest tightness, wheezing, cough, breathing difficulty",488,6,Low,54
2025-11-05,Germany,Hamburg,Diabetes,"fatigue, increased thirst, weight loss, frequent urination",190,3,Low,116
2025-08-02,Canada,Alberta,Flu,"cough, body pain, fever, runny nose",257,12,Moderate,37
2025-11-28,Germany,Bavaria,Diabetes,"weight loss, fatigue, frequent urination, increased thirst",160,19,High,10
2025-09-23,Canada,Ontario,Respiratory Infection,"cough, fever, breathing issue, sore throat",64,6,Low,33
2026-03-08,USA,Texas,Flu,"fever, runny nose, body pain, cough",255,8,Moderate,201
2025-12-30,Canada,Quebec,Diabetes,"increased thirst, fatigue, frequent urination",296,13,Moderate,140
2025-07-14,USA,Florida,COVID-19,"cough, fever, loss of smell, breathing difficulty",353,15,High,215
2025-06-15,USA,California,COVID-19,"fever, loss of smell",158,4,Low,86
2025-12-29,Germany,Bavaria,Malaria,"sweating, fever, chills",383,4,Low,188
2025-06-06,Germany,Hesse,Typhoid,"loss of appetite, weakness, fever",16,3,Low,10
2025-09-27,India,Karnataka,Flu,"cough, body pain, fever",87,6,Low,87
2026-01-12,Germany,Berlin,Diabetes,"weight loss, increased thirst, fatigue",201,13,Moderate,143
2025-05-24,USA,Texas,Flu,"fever, cough, runny nose",154,7,Low,60
2025-06-14,USA,Texas,Migraine,"headache, sensitivity to light",81,11,Moderate,15
2025-06-19,Canada,Ontario,Migraine,"nausea, sensitivity to light",169,14,Moderate,31
2025-06-03,Canada,Quebec,Asthma,"chest tightness, cough, breathing difficulty",91,19,High,9
2025-06-13,India,Karnataka,Typhoid,"loss of appetite, fever",185,20,High,129
2025-07-15,Germany,Bavaria,COVID-19,"cough, fever",99,8,Moderate,54
2026-01-28,USA,California,Malaria,"chills, fatigue, fever",297,16,High,144
2025-12-19,Canada,Quebec,Migraine,"sensitivity to light, nausea, headache",239,19,High,234
2025-11-12,USA,New York,Flu,"cough, body pain, fever",212,14,Moderate,186
2025-12-17,USA,Texas,Dengue,"skin rash, high fever",41,5,Low,32
2025-11-11,Germany,Hesse,COVID-19,"loss of smell, breathing difficulty, fever, cough",277,5,Low,260
2025-07-07,India,Tamil Nadu,Flu,"runny nose, fever",475,8,Moderate,357
2025-09-10,India,Delhi,Migraine,"nausea, sensitivity to light, headache",177,18,High,157
2026-02-25,India,Karnataka,Respiratory Infection,"breathing issue, sore throat, cough",156,4,Low,54
2025-07-05,USA,California,Malaria,"fever, chills, fatigue",107,6,Low,96
2026-03-21,Canada,Ontario,Flu,"cough, body pain",210,12,Moderate,151
2025-10-28,India,Maharashtra,Diabetes,"increased thirst, frequent urination, weight loss",189,10,Moderate,118
2026-02-28,Canada,Alberta,COVID-19,"loss of smell, fever, cough, breathing difficulty",330,16,High,280
2026-03-05,USA,New York,Skin Infection,"swelling, redness",425,12,Moderate,413
2025-10-14,USA,Texas,Dengue,"headache, skin rash, joint pain",107,13,Moderate,12
2026-03-18,Canada,Ontario,Diabetes,"fatigue, frequent urination",361,20,High,44
2026-01-10,USA,Florida,Malaria,"fever, fatigue, sweating",392,13,Moderate,337
2026-03-16,USA,Ohio,COVID-19,"fever, loss of smell",391,7,Low,254
2025-07-22,Germany,Hamburg,Skin Infection,"redness, itching",282,20,High,10
2025-08-13,India,Gujarat,Diabetes,"increased thirst, frequent urination, weight loss, fatigue",304,11,Moderate,32
2025-12-07,Canada,Quebec,Respiratory Infection,"fever, breathing issue, cough",253,16,High,197
2025-10-02,USA,Ohio,Migraine,"headache, sensitivity to light, vomiting, nausea",347,7,Low,222
2026-04-18,USA,Florida,Respiratory Infection,"cough, breathing issue, fever",73,16,High,57
2026-02-21,Canada,Ontario,Typhoid,"abdominal pain, fever, weakness, loss of appetite",174,12,Moderate,54
2026-03-20,India,Karnataka,Typhoid,"abdominal pain, fever, weakness",399,17,High,379
2026-05-14,Germany,Hamburg,Asthma,"chest tightness, breathing difficulty",202,12,Moderate,63
2025-08-13,Canada,Alberta,Dengue,"high fever, skin rash, joint pain",304,13,Moderate,224
2026-02-09,India,Rajasthan,Respiratory Infection,"breathing issue, sore throat, cough, fever",164,5,Low,50
2026-02-01,USA,Florida,Respiratory Infection,"sore throat, fever, cough, breathing issue",11,19,High,5
2025-09-05,Canada,Quebec,Skin Infection,"skin rash, swelling",348,19,High,327
2026-04-06,India,Maharashtra,Respiratory Infection,"cough, breathing issue, fever",315,6,Low,138
2025-11-13,Canada,Alberta,Skin Infection,"skin rash, redness",401,6,Low,205
2026-01-05,Germany,Hamburg,Migraine,"sensitivity to light, vomiting",130,12,Moderate,81
2025-08-19,USA,New York,Diabetes,"fatigue, weight loss, frequent urination, increased thirst",132,17,High,2
2025-06-02,USA,Ohio,Dengue,"headache, joint pain",158,9,Moderate,101
2025-12-17,USA,Florida,Skin Infection,"swelling, itching, skin rash",104,16,High,61
2025-08-05,India,Karnataka,Skin Infection,"swelling, redness, skin rash",47,20,High,19
2026-03-22,USA,California,Migraine,"headache, sensitivity to light",62,13,Moderate,49
2026-01-27,Germany,Bavaria,Dengue,"skin rash, high fever, joint pain, headache",19,8,Moderate,11
2025-10-15,Germany,Bavaria,Flu,"body pain, runny nose, fever",67,15,High,9
2026-01-01,India,Karnataka,Migraine,"headache, sensitivity to light",299,20,High,244
2025-07-10,Canada,Quebec,Typhoid,"abdominal pain, loss of appetite",70,18,High,69
2025-10-20,Germany,Hamburg,Asthma,"wheezing, breathing difficulty, cough",302,3,Low,96
2025-07-08,India,Gujarat,COVID-19,"breathing difficulty, loss of smell, cough",481,12,Moderate,280
2025-10-11,Canada,Ontario,Asthma,"breathing difficulty, chest tightness",249,11,Moderate,34
2025-07-01,Germany,Berlin,Skin Infection,"skin rash, itching, redness, swelling",144,11,Moderate,90
2025-05-23,USA,New York,Dengue,"high fever, headache, skin rash, joint pain",420,12,Moderate,59
2025-07-09,Germany,Hesse,Respiratory Infection,"cough, breathing issue, sore throat",252,18,High,86
2026-03-03,USA,Texas,COVID-19,"cough, loss of smell",427,19,High,253
2026-05-21,Germany,Berlin,Dengue,"headache, high fever, skin rash",199,12,Moderate,156
2025-07-24,Canada,Quebec,Dengue,"high fever, headache",123,16,High,56
2025-10-28,USA,Texas,Asthma,"wheezing, chest tightness",32,15,High,25
2026-03-26,USA,Florida,Migraine,"nausea, headache, sensitivity to light",273,10,Moderate,68
2025-10-10,India,Delhi,COVID-19,"fever, cough, loss of smell",250,14,Moderate,155
2025-09-30,Germany,Bavaria,Migraine,"vomiting, headache, sensitivity to light, nausea",103,19,High,65
2025-05-31,India,Gujarat,Typhoid,"weakness, abdominal pain, loss of appetite, fever",459,19,High,317
2026-04-01,India,Karnataka,Malaria,"fatigue, fever, chills, sweating",468,20,High,445
2025-11-07,Germany,Bavaria,COVID-19,"fever, breathing difficulty",367,10,Moderate,297
2025-07-27,Canada,Ontario,Malaria,"fatigue, sweating",353,8,Moderate,126
2025-06-25,USA,Texas,Typhoid,"abdominal pain, weakness, fever, loss of appetite",385,3,Low,13
2026-05-22,USA,Texas,Malaria,"fatigue, sweating",259,13,Moderate,114
2025-09-07,Canada,Quebec,Typhoid,"loss of appetite, weakness",431,15,High,62
2026-01-13,India,Rajasthan,Diabetes,"frequent urination, fatigue, weight loss, increased thirst",396,7,Low,233
2026-02-14,Germany,Hamburg,Typhoid,"abdominal pain, fever, loss of appetite",329,4,Low,312
2026-03-29,India,Karnataka,Skin Infection,"swelling, itching",134,7,Low,74
2026-01-27,Germany,Bavaria,Diabetes,"fatigue, frequent urination, increased thirst",202,5,Low,127
2026-02-01,USA,New York,Typhoid,"fever, weakness",179,11,Moderate,147
2026-03-28,India,Punjab,Dengue,"skin rash, high fever, headache",180,20,High,34
2026-05-17,USA,Texas,Asthma,"cough, breathing difficulty, wheezing",459,15,High,325
2025-10-11,Germany,Bavaria,Asthma,"cough, breathing difficulty",48,7,Low,11
2025-07-27,India,Delhi,Dengue,"skin rash, headache, high fever, joint pain",27,20,High,4
2025-11-08,Germany,Berlin,COVID-19,"fever, loss of smell, cough, breathing difficulty",42,10,Moderate,39
2025-06-01,USA,Florida,Typhoid,"loss of appetite, fever, weakness, abdominal pain",61,12,Moderate,25
2026-02-24,India,Uttar Pradesh,Malaria,"fatigue, sweating, chills, fever",252,19,High,171
2026-04-18,Canada,Ontario,Asthma,"breathing difficulty, chest tightness, wheezing, cough",276,14,Moderate,271
2026-05-21,USA,New York,Respiratory Infection,"breathing issue, sore throat",59,7,Low,37
2026-03-02,Canada,Alberta,Migraine,"sensitivity to light, vomiting",87,11,Moderate,41
2026-01-09,Germany,Bavaria,Migraine,"nausea, headache, vomiting",444,8,Moderate,320
2025-07-22,USA,California,Skin Infection,"itching, skin rash, redness",317,10,Moderate,1
2025-06-20,Germany,Bavaria,Migraine,"sensitivity to light, headache",447,10,Moderate,150
2025-11-22,Canada,Ontario,Skin Infection,"skin rash, redness",412,16,High,313
2025-10-09,India,Rajasthan,Skin Infection,"itching, skin rash, redness",113,19,High,60
2025-10-23,India,Maharashtra,Asthma,"cough, wheezing, breathing difficulty",72,6,Low,17
2025-06-13,Germany,Hesse,Skin Infection,"itching, skin rash, redness",417,17,High,33
2025-08-20,Canada,Alberta,Diabetes,"increased thirst, fatigue, frequent urination, weight loss",488,15,High,307
2025-05-25,India,Karnataka,Malaria,"fatigue, sweating, chills, fever",416,13,Moderate,229
2025-07-02,Germany,Hamburg,Dengue,"joint pain, high fever, skin rash",413,15,High,74
2025-06-07,Canada,Alberta,Diabetes,"increased thirst, frequent urination, fatigue",439,15,High,121
2025-09-09,USA,California,Respiratory Infection,"sore throat, fever, breathing issue, cough",210,16,High,8
2026-04-12,Germany,Bavaria,Skin Infection,"redness, skin rash, itching",12,19,High,1
2026-02-28,Germany,Hesse,Migraine,"sensitivity to light, vomiting, nausea",401,3,Low,363
2026-05-03,Germany,Hamburg,Asthma,"chest tightness, cough, breathing difficulty",361,9,Moderate,337
2025-08-09,Canada,Quebec,Migraine,"vomiting, nausea, sensitivity to light, headache",36,9,Moderate,24
2025-11-14,Germany,Hamburg,COVID-19,"fever, breathing difficulty, cough, loss of smell",417,19,High,245
